time,id,x,y,angle,type,speed,pos,lane,slope,signals
55.2,6,-82.847965,34.682225,3.861836,1,6.818641,11.011666,374500343940,0,0
55.2,7,-82.845202,34.675705,144.392231,1,20.105891,63.871989,-23968302141,0,2
55.2,8,-82.843068,34.68273,93.945186,1,6.843586,7.121423,30880044440,0,0
55.2,9,-82.820866,34.681159,239.613819,1,0.005149,11.074268,-2760308810,0,8
55.3,0,-82.835394,34.680185,151.880668,1,0.001859,14.827316,-14484651671,0,8
55.3,1,-82.830276,34.679595,355.168819,1,0.000002,51.838998,-33478127600,0,9
55.3,10,-82.839206,34.678483,278.216335,1,10.890512,28.486149,1251718490,0,8
55.3,11,-82.82092,34.681094,286.70268,1,6.663551,0.061515,-2760308801,0,0
55.3,12,-82.822449,34.677178,275.190675,1,22.096759,8.156276,1251737520,0,0
55.3,13,-82.842103,34.67922,340.481947,1,13.870413,58.115107,2671186970,0,0
55.3,14,-82.820839,34.677052,297.701459,1,9.349837,1.044203,1251737500,0,0
55.3,15,-82.831492,34.68276,163.625536,1,13.82398,126.597213,1250511810,0,0
55.3,16,-82.840405,34.672229,113.34156,1,12.48735,27.641528,-23968302100,0,0
55.3,17,-82.84606,34.684566,179.191126,1,13.832382,343.746574,-1250947020,0,0
55.3,18,-82.820662,34.681262,236.356069,1,2.690973,116.366271,-2760308820,0,8
55.3,2,-82.848682,34.681022,67.241756,1,13.770246,7.888771,-1252519310,0,0
55.3,20,-82.81314,34.679901,236.68635,1,13.797723,275.323426,-2727174420,0,0
55.3,21,-82.826008,34.673711,120.950208,1,10.456907,7.050825,2704980250,0,0
55.3,22,-82.836829,34.684267,290.711987,1,11.84147,10.727584,1251020720,0,10
55.3,23,-82.844653,34.68391,183.952337,1,5.022989,28.321068,-1251721100,0,10
55.3,24,-82.83703,34.679028,13.525187,1,13.863025,44.904591,14467998470,0,0
55.3,25,-82.847669,34.672904,61.942844,1,5.460301,79.610185,842647600,0,0
55.3,26,-82.825218,34.678056,12.630654,1,13.835797,139.172169,125032300,0,0
55.3,27,-82.827339,34.678883,87.126379,1,13.773391,44.24855,-1250672130,0,0
55.3,28,-82.838683,34.67575,98.413217,1,7.202221,89.170144,-14467997200,0,10
55.3,29,-82.839003,34.67184,111.913437,1,11.9413,73.300407,-2396830291,0,10
55.3,3,-82.837571,34.683551,202.38236,1,20.049742,19.945555,-1251481341,0,0
55.3,30,-82.835665,34.681587,208.200307,1,13.176934,51.1335,-125232160,0,2
55.3,31,-82.821009,34.681005,55.473929,1,6.974635,31.310251,2760308801,0,10
55.3,32,-82.839485,34.678513,278.470262,1,7.103857,18.234801,12517184100,0,0
55.3,33,-82.832309,34.675705,275.399973,1,3.731658,9.128162,33478129330,0,2
55.3,34,-82.825901,34.674391,84.720821,1,0.495495,5.174805,-19531637310,0,0
55.3,4,-82.825472,34.679891,269.342105,1,20.986003,98.504832,56880023401,0,0
55.3,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.3,6,-82.847963,34.68223,5.524048,1,7.003719,11.712038,374500343940,0,0
55.3,7,-82.845189,34.675691,144.392231,1,20.103366,65.882325,-23968302141,0,2
55.3,8,-82.843061,34.68273,93.945186,1,7.015032,7.822926,30880044440,0,0
55.3,9,-82.820866,34.681159,239.613819,1,0.004577,11.074726,-2760308810,0,8
55.4,0,-82.835394,34.680185,151.880668,1,0.001678,14.827484,-14484651671,0,8
55.4,1,-82.830276,34.679595,355.168819,1,0.000002,51.838998,-33478127600,0,9
55.4,10,-82.839217,34.678484,278.216335,1,10.780448,29.564194,1251718490,0,0
55.4,11,-82.820926,34.68109,275.400261,1,6.834696,0.744984,-2760308801,0,0
55.4,12,-82.822474,34.67718,275.190675,1,22.191019,10.375378,1251737520,0,0
55.4,13,-82.842108,34.679232,340.481947,1,13.828294,59.497937,2671186970,0,0
55.4,14,-82.820849,34.677055,296.598195,1,9.480243,1.992228,1251737500,0,0
55.4,15,-82.831486,34.682749,162.112736,1,13.80141,127.977354,1250511810,0,0
55.4,16,-82.840393,34.672225,113.34156,1,12.627015,28.904229,-23968302100,0,0
55.4,17,-82.84606,34.684554,179.191126,1,13.875826,345.134156,-1250947020,0,0
55.4,18,-82.820664,34.681261,236.356069,1,2.473453,116.613616,-2760308820,0,8
55.4,2,-82.848669,34.681027,67.241756,1,13.886844,9.277455,-1252519310,0,0
55.4,20,-82.813152,34.679894,236.68635,1,13.868406,276.710267,-2727174420,0,0
55.4,21,-82.825999,34.673705,123.076978,1,10.711672,8.121992,2704980250,0,0
55.4,22,-82.836841,34.68427,290.711987,1,11.473423,11.874926,1251020720,0,10
55.4,23,-82.844653,34.683906,183.952337,1,4.773183,28.798387,-1251721100,0,10
55.4,24,-82.837027,34.679041,13.525187,1,13.881635,46.292755,14467998470,0,0
55.4,25,-82.847663,34.672906,61.942844,1,5.450606,80.155246,842647600,0,0
55.4,26,-82.825215,34.678069,12.630654,1,13.798812,140.552051,125032300,0,0
55.4,27,-82.827324,34.678884,87.126379,1,13.812405,45.62979,-1250672130,0,0
55.4,28,-82.838675,34.675749,98.413217,1,6.926489,89.862793,-14467997200,0,10
55.4,29,-82.838991,34.671836,111.913437,1,11.59943,74.46035,-2396830291,0,10
55.4,3,-82.837574,34.683533,195.925448,1,20.23686,21.969241,-1251481341,0,0
55.4,30,-82.835671,34.681576,208.200307,1,13.370824,52.470582,-125232160,0,2
55.4,31,-82.821003,34.681008,55.473929,1,6.703098,31.98056,2760308801,0,10
55.4,32,-82.839493,34.678514,278.332778,1,7.236448,18.958446,12517184100,0,0
55.4,33,-82.832313,34.675705,275.399973,1,3.95775,9.523937,33478129330,0,2
55.4,34,-82.8259,34.674391,84.720821,1,0.729932,5.247798,-19531637310,0,0
55.4,4,-82.825495,34.67989,269.342105,1,21.222099,100.627041,56880023401,0,0
55.4,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.4,6,-82.847962,34.682235,7.243827,1,7.231767,12.435214,374500343940,0,0
55.4,7,-82.845176,34.675676,144.392231,1,20.041278,67.886453,-23968302141,0,2
55.4,8,-82.843053,34.682729,93.947607,1,7.187261,0.391652,37081434090,0,0
55.4,9,-82.820866,34.681159,239.613819,1,0.004166,11.075142,-2760308810,0,8
55.5,0,-82.835394,34.680185,151.880668,1,0.001458,14.82763,-14484651671,0,8
55.5,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
55.5,10,-82.839229,34.678485,278.223022,1,10.840534,0.098247,11402080300,0,0
55.5,11,-82.820933,34.681087,264.774508,1,7.029439,1.447928,-2760308801,0,0
55.5,12,-82.822498,34.677181,275.190675,1,22.110021,12.58638,1251737520,0,0
55.5,13,-82.842114,34.679244,340.481947,1,13.866786,60.884615,2671186970,0,0
55.5,14,-82.820858,34.677058,295.472727,1,9.66918,2.959146,1251737500,0,0
55.5,15,-82.831479,34.682738,158.794737,1,13.764311,129.353785,1250511810,0,0
55.5,16,-82.84038,34.67222,113.34156,1,12.841273,30.188356,-23968302100,0,0
55.5,17,-82.846059,34.684541,179.190918,1,13.857534,346.51991,-1250947020,0,0
55.5,18,-82.820666,34.681259,236.356069,1,2.392117,116.852828,-2760308820,0,8
55.5,2,-82.848655,34.681032,67.241756,1,13.802169,10.657672,-1252519310,0,0
55.5,20,-82.813165,34.679887,236.68635,1,13.766448,278.086911,-2727174420,0,0
55.5,21,-82.82599,34.673698,125.756983,1,10.887154,9.210707,2704980250,0,0
55.5,22,-82.836852,34.684273,290.711987,1,11.077516,12.982678,1251020720,0,10
55.5,23,-82.844654,34.683902,183.952337,1,4.4555,29.243937,-1251721100,0,10
55.5,24,-82.837023,34.679053,14.307667,1,13.868363,47.679591,14467998470,0,0
55.5,25,-82.847658,34.672908,61.942844,1,5.559551,80.711201,842647600,0,0
55.5,26,-82.825212,34.678081,12.630654,1,13.866397,141.93869,125032300,0,0
55.5,27,-82.827309,34.678885,87.126379,1,13.869276,47.016718,-1250672130,0,0
55.5,28,-82.838668,34.675749,98.413217,1,6.720859,90.534879,-14467997200,0,10
55.5,29,-82.83898,34.671833,111.913437,1,11.295815,75.589931,-2396830291,0,10
55.5,3,-82.837578,34.683515,189.654977,1,20.47313,24.016554,-1251481341,0,0
55.5,30,-82.835678,34.681566,208.200307,1,13.559201,53.826502,-125232160,0,2
55.5,31,-82.820997,34.681012,55.473929,1,6.326973,32.613258,2760308801,0,10
55.5,32,-82.839501,34.678515,278.192177,1,7.400478,19.698493,12517184100,0,0
55.5,33,-82.832318,34.675705,275.399973,1,4.090227,9.93296,33478129330,0,2
55.5,34,-82.825899,34.674391,84.720821,1,0.987284,5.346527,-19531637310,0,0
55.5,4,-82.825519,34.67989,269.342105,1,21.467863,102.773828,56880023401,0,0
55.5,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.5,6,-82.847959,34.682241,10.501708,1,7.36993,13.172207,374500343940,0,0
55.5,7,-82.845163,34.675662,144.392231,1,20.011168,69.88757,-23968302141,0,2
55.5,8,-82.843045,34.682729,93.952187,1,7.412962,1.132948,37081434090,0,0
55.5,9,-82.820866,34.681159,239.613819,1,0.003797,11.075522,-2760308810,0,8
55.6,0,-82.835394,34.680185,151.880668,1,0.00133,14.827763,-14484651671,0,8
55.6,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
55.6,10,-82.839241,34.678486,278.29593,1,10.713747,1.169622,11402080300,0,8
55.6,11,-82.820939,34.681083,255.56543,1,7.28244,2.176172,-2760308801,0,0
55.6,12,-82.822522,34.677182,274.711391,1,22.185565,14.804936,1251737520,0,0
55.6,13,-82.842119,34.679255,340.481947,1,13.790333,62.263649,2671186970,0,0
55.6,14,-82.820868,34.677062,294.318459,1,9.922437,3.951389,1251737500,0,0
55.6,15,-82.831471,34.682727,155.456193,1,13.816311,130.735416,1250511810,0,0
55.6,16,-82.840366,34.672216,113.34156,1,13.045314,31.492888,-23968302100,0,0
55.6,17,-82.846059,34.684529,179.190443,1,13.863363,347.906246,-1250947020,0,0
55.6,18,-82.820668,34.681258,236.356069,1,2.231733,117.076001,-2760308820,0,8
55.6,2,-82.848641,34.681037,67.241756,1,13.772372,12.034909,-1252519310,0,0
55.6,20,-82.813177,34.67988,236.68635,1,13.852525,279.472164,-2727174420,0,0
55.6,21,-82.825981,34.673691,128.476969,1,11.025494,10.313257,2704980250,0,0
55.6,22,-82.836863,34.684277,290.711987,1,10.78516,14.061194,1251020720,0,10
55.6,23,-82.844654,34.683898,183.952337,1,4.255933,29.66953,-1251721100,0,10
55.6,24,-82.837016,34.679064,17.653023,1,13.886962,49.068287,14467998470,0,0
55.6,25,-82.847653,34.672911,61.942844,1,5.449571,81.256158,842647600,0,0
55.6,26,-82.825209,34.678093,12.630654,1,13.76711,143.315401,125032300,0,0
55.6,27,-82.827294,34.678886,87.126379,1,13.823749,48.399093,-1250672130,0,0
55.6,28,-82.838661,34.675748,98.413217,1,6.414765,91.176355,-14467997200,0,10
55.6,29,-82.838968,34.671829,111.913437,1,10.88519,76.67845,-2396830291,0,10
55.6,3,-82.837581,34.683497,189.654977,1,20.674483,26.084002,-1251481341,0,0
55.6,30,-82.835685,34.681554,208.200307,1,13.763858,55.202888,-125232160,0,2
55.6,31,-82.820992,34.681015,55.473929,1,6.130744,33.226332,2760308801,0,10
55.6,32,-82.839509,34.678516,278.046947,1,7.644178,20.462911,12517184100,0,0
55.6,33,-82.832322,34.675706,275.399973,1,4.326411,10.365601,33478129330,0,2
55.6,34,-82.825897,34.674391,84.720821,1,1.214756,5.468002,-19531637310,0,0
55.6,4,-82.825542,34.679889,269.342105,1,21.699334,104.943761,56880023401,0,0
55.6,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.6,6,-82.847955,34.682245,16.599234,1,7.502945,13.922502,374500343940,0,0
55.6,7,-82.84515,34.675647,144.392231,1,20.081867,71.895757,-23968302141,0,2
55.6,8,-82.843037,34.682729,93.956889,1,7.614189,1.894367,37081434090,0,0
55.6,9,-82.820866,34.681159,239.613819,1,0.003364,11.075858,-2760308810,0,8
55.7,0,-82.835394,34.680185,151.880668,1,0.001204,14.827883,-14484651671,0,8
55.7,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
55.7,10,-82.839252,34.678488,278.369102,1,10.754853,2.245107,11402080300,0,0
55.7,11,-82.820946,34.681079,246.610171,1,7.505021,2.926674,-2760308801,0,0
55.7,12,-82.822546,34.677183,273.641712,1,22.108299,17.015766,1251737520,0,0
55.7,13,-82.842124,34.679267,340.481947,1,13.773775,63.641026,2671186970,0,0
55.7,14,-82.820879,34.677065,293.145402,1,10.098245,4.961214,1251737500,0,0
55.7,15,-82.831464,34.682717,152.123032,1,13.854443,132.120861,1250511810,0,0
55.7,16,-82.840353,34.672211,113.34156,1,13.238117,32.816699,-23968302100,0,0
55.7,17,-82.846058,34.684516,179.189972,1,13.769313,349.283177,-1250947020,0,0
55.7,18,-82.82067,34.681257,236.356069,1,2.072787,117.28328,-2760308820,0,8
55.7,2,-82.848627,34.681042,67.241756,1,13.829751,13.417884,-1252519310,0,0
55.7,20,-82.81319,34.679873,236.68635,1,13.768185,280.848982,-2727174420,0,0
55.7,21,-82.825972,34.673685,131.22656,1,11.171393,11.430396,2704980250,0,0
55.7,22,-82.836874,34.68428,290.711987,1,10.422866,15.10348,1251020720,0,10
55.7,23,-82.844654,34.683894,183.952337,1,4.042201,30.07375,-1251721100,0,10
55.7,24,-82.83701,34.679075,20.996547,1,13.825705,50.450858,14467998470,0,0
55.7,25,-82.847648,34.672913,61.942844,1,5.490211,81.805179,842647600,0,0
55.7,26,-82.825206,34.678105,12.630654,1,13.801363,144.695538,125032300,0,0
55.7,27,-82.827279,34.678887,86.840519,1,13.852898,1.314382,11389974570,0,0
55.7,28,-82.838654,34.675747,98.413217,1,6.180653,91.794421,-14467997200,0,10
55.7,29,-82.838958,34.671826,111.913437,1,10.546014,77.733052,-2396830291,0,10
55.7,3,-82.837584,34.683478,189.654977,1,20.857344,28.169737,-1251481341,0,0
55.7,30,-82.835692,34.681543,208.200307,1,13.844325,56.587321,-125232160,0,2
55.7,31,-82.820987,34.681018,55.473929,1,5.852227,33.811555,2760308801,0,10
55.7,32,-82.839517,34.678516,277.897379,1,7.872682,21.250179,12517184100,0,0
55.7,33,-82.832327,34.675706,275.399973,1,4.461596,10.811761,33478129330,0,2
55.7,34,-82.825896,34.674391,84.720821,1,1.463654,5.614368,-19531637310,0,0
55.7,4,-82.825566,34.679888,269.144483,1,21.885444,0.562306,29935698611,0,0
55.7,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.7,6,-82.84795,34.682249,22.962113,1,7.66938,14.68944,374500343940,0,0
55.7,7,-82.845137,34.675633,144.392231,1,20.073215,73.903078,-23968302141,0,2
55.7,8,-82.843028,34.682728,93.96171,1,7.809761,2.675343,37081434090,0,0
55.7,9,-82.820866,34.681159,239.613819,1,0.002991,11.076158,-2760308810,0,8
55.8,0,-82.835394,34.680185,151.880668,1,0.001091,14.827992,-14484651671,0,8
55.8,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
55.8,10,-82.839264,34.678489,278.442856,1,10.84255,3.329362,11402080300,0,0
55.8,11,-82.820953,34.681075,240.88471,1,7.745589,3.701233,-2760308801,0,0
55.8,12,-82.82257,34.677183,272.771755,1,22.114307,19.227197,1251737520,0,0
55.8,13,-82.84213,34.679279,340.481947,1,13.775141,65.01854,2671186970,0,0
55.8,14,-82.820889,34.677068,293.100392,1,10.297822,5.990996,1251737500,0,0
55.8,15,-82.831457,34.682706,151.583896,1,13.80569,133.50143,1250511810,0,0
55.8,16,-82.840339,34.672207,113.34156,1,13.490218,34.165721,-23968302100,0,0
55.8,17,-82.846058,34.684504,179.189498,1,13.824071,350.665585,-1250947020,0,0
55.8,18,-82.820671,34.681256,236.356069,1,1.905006,117.47378,-2760308820,0,8
55.8,2,-82.848613,34.681047,67.241756,1,13.814858,14.79937,-1252519310,0,0
55.8,20,-82.813202,34.679866,236.68635,1,13.762444,282.225227,-2727174420,0,0
55.8,21,-82.825963,34.673678,133.240172,1,11.304457,12.560842,2704980250,0,0
55.8,22,-82.836884,34.684283,290.711987,1,10.1841,16.12189,1251020720,0,10
55.8,23,-82.844654,34.683891,183.952337,1,3.758839,30.449634,-1251721100,0,10
55.8,24,-82.837004,34.679087,24.327759,1,13.815288,51.832387,14467998470,0,0
55.8,25,-82.847643,34.672916,61.942844,1,5.430037,82.348183,842647600,0,0
55.8,26,-82.825203,34.678117,12.630654,1,13.760541,146.071592,125032300,0,0
55.8,27,-82.827264,34.678888,86.538804,1,13.86644,2.701026,11389974570,0,0
55.8,28,-82.838648,34.675746,98.413217,1,5.859711,92.380392,-14467997200,0,10
55.8,29,-82.838947,34.671823,111.913437,1,10.262735,78.759325,-2396830291,0,10
55.8,3,-82.83759,34.683461,192.521313,1,21.024509,1.392187,11396754111,0,0
55.8,30,-82.835699,34.681532,208.200307,1,13.879351,57.975256,-125232160,0,2
55.8,31,-82.820982,34.681021,55.473929,1,5.584082,34.369963,2760308801,0,10
55.8,32,-82.839526,34.678517,277.780742,1,8.106529,22.060832,12517184100,0,0
55.8,33,-82.832332,34.675706,275.399973,1,4.714731,11.283234,33478129330,0,2
55.8,34,-82.825894,34.674391,84.720821,1,1.650844,5.779452,-19531637310,0,0
55.8,4,-82.82559,34.679887,268.369985,1,22.030136,2.765319,29935698611,0,0
55.8,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.8,6,-82.847942,34.682252,33.206985,1,7.84097,0.783537,37081434000,0,0
55.8,7,-82.845124,34.675618,144.392231,1,20.039996,75.907078,-23968302141,0,2
55.8,8,-82.843019,34.682728,93.966672,1,8.041606,3.479504,37081434090,0,0
55.8,9,-82.820866,34.681159,239.613819,1,0.002785,11.076436,-2760308810,0,8
55.9,0,-82.835394,34.680185,151.880668,1,0.000961,14.828088,-14484651671,0,8
55.9,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
55.9,10,-82.839276,34.67849,278.517087,1,10.914902,4.420852,11402080300,0,0
55.9,11,-82.82096,34.681071,237.52971,1,7.999346,4.501168,-2760308801,0,0
55.9,12,-82.822594,34.677184,272.792509,1,22.169209,1.634118,30617851800,0,0
55.9,13,-82.842135,34.67929,340.481947,1,13.815847,66.400125,2671186970,0,0
55.9,14,-82.8209,34.677072,293.100392,1,10.54458,7.045454,1251737500,0,0
55.9,15,-82.831449,34.682695,151.583896,1,13.859273,134.887357,1250511810,0,0
55.9,16,-82.840326,34.672202,113.34156,1,13.644376,35.530159,-23968302100,0,0
55.9,17,-82.846057,34.684492,179.189413,1,13.766655,352.04225,-1250947020,0,0
55.9,18,-82.820673,34.681255,236.356069,1,1.77062,117.650842,-2760308820,0,8
55.9,2,-82.8486,34.681052,67.241756,1,13.799718,16.179342,-1252519310,0,0
55.9,20,-82.813215,34.679859,237.130308,1,13.7975,283.604977,-2727174420,0,0
55.9,21,-82.825953,34.673671,133.240172,1,11.531581,13.714,2704980250,0,0
55.9,22,-82.836895,34.684286,290.711987,1,9.879132,17.109804,1251020720,0,10
55.9,23,-82.844655,34.683888,183.952337,1,3.645787,30.814213,-1251721100,0,10
55.9,24,-82.836998,34.679098,25.575883,1,13.849975,53.217384,14467998470,0,0
55.9,25,-82.847637,34.672918,61.942844,1,5.468925,82.895075,842647600,0,0
55.9,26,-82.8252,34.678129,12.630654,1,13.777889,147.449381,125032300,0,0
55.9,27,-82.827249,34.678889,86.236622,1,13.882052,4.089232,11389974570,0,0
55.9,28,-82.838642,34.675746,98.413217,1,5.585438,92.938936,-14467997200,0,10
55.9,29,-82.838937,34.671819,111.913437,1,9.872658,79.746591,-2396830291,0,10
55.9,3,-82.837602,34.683447,203.29789,1,21.237296,3.515917,11396754111,0,0
55.9,30,-82.835706,34.681521,208.200307,1,13.862782,59.361534,-125232160,0,2
55.9,31,-82.820977,34.681024,55.473929,1,5.388152,34.908778,2760308801,0,10
55.9,32,-82.839535,34.678518,277.780742,1,8.334586,22.894291,12517184100,0,0
55.9,33,-82.832338,34.675707,275.399973,1,4.895654,11.772799,33478129330,0,2
55.9,34,-82.825892,34.674392,84.720821,1,1.866008,5.966053,-19531637310,0,0
55.9,4,-82.825614,34.679886,267.589566,1,22.19321,4.98464,29935698611,0,0
55.9,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
55.9,6,-82.847934,34.682255,42.831706,1,8.021579,1.585695,37081434000,0,0
55.9,7,-82.845111,34.675604,144.392231,1,20.072759,77.914354,-23968302141,0,2
55.9,8,-82.84301,34.682728,93.971758,1,8.246454,4.304149,37081434090,0,0
55.9,9,-82.820866,34.681159,239.613819,1,0.002557,11.076692,-2760308810,0,8
56,0,-82.835394,34.680185,151.880668,1,0.000887,14.828177,-14484651671,0,8
56,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
56,10,-82.839288,34.678491,278.556468,1,10.859321,5.506784,11402080300,0,0
56,11,-82.820967,34.681066,235.466499,1,8.131672,5.314335,-2760308801,0,0
56,12,-82.822618,34.677185,272.820626,1,22.119939,3.846112,30617851800,0,0
56,13,-82.84214,34.679302,340.481947,1,13.782842,67.778409,2671186970,0,0
56,14,-82.820911,34.677076,293.100392,1,10.724194,8.117873,1251737500,0,0
56,15,-82.831442,34.682684,151.583896,1,13.79892,136.267249,1250511810,0,0
56,16,-82.840312,34.672197,113.34156,1,13.784332,36.908592,-23968302100,0,0
56,17,-82.846057,34.684479,179.189413,1,13.788263,353.421076,-1250947020,0,0
56,18,-82.820675,34.681255,236.356069,1,1.595975,117.81044,-2760308820,0,8
56,2,-82.848586,34.681057,67.241756,1,13.825733,17.561915,-1252519310,0,0
56,20,-82.813228,34.679852,237.930954,1,13.786049,284.983582,-2727174420,0,0
56,21,-82.825944,34.673664,133.240172,1,11.768207,14.890821,2704980250,0,0
56,22,-82.836904,34.684289,290.711987,1,9.567876,18.066591,1251020720,0,10
56,23,-82.844655,34.683885,183.952337,1,3.342052,31.148418,-1251721100,0,10
56,24,-82.836991,34.67911,25.575883,1,13.864575,54.603842,14467998470,0,0
56,25,-82.847632,34.67292,61.942844,1,5.458056,83.440881,842647600,0,0
56,26,-82.825197,34.678142,12.630654,1,13.760802,148.825461,125032300,0,0
56,27,-82.827234,34.67889,86.038307,1,13.776039,5.466835,11389974570,0,0
56,28,-82.838636,34.675745,98.413217,1,5.383507,93.477286,-14467997200,0,10
56,29,-82.838927,34.671816,111.913437,1,9.656172,80.712208,-2396830291,0,10
56,3,-82.837605,34.683429,202.048204,1,21.388021,0.274719,-1251481331,0,0
56,30,-82.835713,34.68151,208.200307,1,13.870309,60.748565,-125232160,0,2
56,31,-82.820972,34.681026,55.473929,1,5.053605,35.414139,2760308801,0,10
56,32,-82.839545,34.678519,277.780742,1,8.526591,23.74695,12517184100,0,0
56,33,-82.832343,34.675707,275.399973,1,5.038335,12.276633,33478129330,0,2
56,34,-82.82589,34.674392,84.720821,1,2.058772,6.17193,-19531637310,0,0
56,4,-82.825638,34.679885,267.584165,1,22.334358,7.218076,29935698611,0,0
56,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
56,6,-82.847926,34.682258,52.172947,1,8.25079,2.410774,37081434000,0,0
56,7,-82.845098,34.675589,144.392231,1,19.994596,79.913813,-23968302141,0,2
56,8,-82.843001,34.682727,93.976047,1,8.416324,5.145781,37081434090,0,0
56,9,-82.820866,34.681159,239.613819,1,0.002194,11.076911,-2760308810,0,8
56.1,0,-82.835394,34.680185,151.880668,1,0.000792,14.828256,-14484651671,0,8
56.1,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
56.1,10,-82.839299,34.678493,278.594231,1,10.872622,1.084047,12517184100,0,0
56.1,11,-82.820974,34.681062,235.466499,1,8.32323,6.146658,-2760308801,0,0
56.1,12,-82.822643,34.677185,272.835304,1,22.218801,6.067992,30617851800,0,0
56.1,13,-82.842145,34.679314,340.481947,1,13.807998,69.159209,2671186970,0,0
56.1,14,-82.820922,34.677079,293.100392,1,10.971381,9.215011,1251737500,0,0
56.1,15,-82.831434,34.682673,151.583896,1,13.813864,137.648635,1250511810,0,0
56.1,16,-82.840298,34.672192,113.34156,1,14.015876,38.31018,-23968302100,0,0
56.1,17,-82.846057,34.684467,179.189413,1,13.798039,354.80088,-1250947020,0,0
56.1,18,-82.820676,34.681254,236.356069,1,1.482462,117.958686,-2760308820,0,8
56.1,2,-82.848572,34.681062,67.241756,1,13.88041,18.949956,-1252519310,0,0
56.1,20,-82.813241,34.679846,238.734613,1,13.83651,286.367233,-2727174420,0,0
56.1,21,-82.825934,34.673656,133.240172,1,11.902866,16.081107,2704980250,0,0
56.1,22,-82.836914,34.684292,290.711987,1,9.275069,18.994098,1251020720,0,10
56.1,23,-82.844655,34.683881,183.952337,1,3.602052,31.508623,-1251721100,0,2
56.1,24,-82.836985,34.679121,25.575883,1,13.790697,55.982911,14467998470,0,0
56.1,25,-82.847627,34.672923,61.942844,1,5.489344,83.989815,842647600,0,0
56.1,26,-82.825194,34.678154,12.630654,1,13.797702,150.205231,125032300,0,1
56.1,27,-82.827219,34.678891,86.038307,1,13.826454,6.849481,11389974570,0,0
56.1,28,-82.838631,34.675745,98.413217,1,5.127972,93.990083,-14467997200,0,10
56.1,29,-82.838918,34.671813,111.913437,1,9.367834,81.648992,-2396830291,0,10
56.1,3,-82.837603,34.68341,186.136315,1,21.550197,2.429739,-1251481331,0,0
56.1,30,-82.835719,34.681499,208.200307,1,13.774284,62.125993,-125232160,0,2
56.1,31,-82.820968,34.681029,55.473929,1,4.787784,35.892917,2760308801,0,10
56.1,32,-82.839554,34.67852,277.780742,1,8.657257,24.612676,12517184100,0,0
56.1,33,-82.832349,34.675707,275.399973,1,5.198512,12.796484,33478129330,0,2
56.1,34,-82.825887,34.674392,84.720821,1,2.258182,6.397748,-19531637310,0,0
56.1,4,-82.825663,34.679883,267.606469,1,22.541808,0.652257,56880023411,0,0
56.1,5,-82.824211,34.679886,264.674476,1,0,88.429,14484653210,0,8
56.1,6,-82.847917,34.68226,60.53138,1,8.41349,3.252123,37081434000,0,0
56.1,7,-82.845085,34.675575,144.392231,1,20.071986,81.921012,-23968302141,0,2
56.1,8,-82.842992,34.682727,93.976047,1,8.667253,6.012507,37081434090,0,0
56.1,9,-82.820866,34.681159,239.613819,1,0.002055,11.077117,-2760308810,0,8
56.2,0,-82.835394,34.680185,151.880668,1,0.000723,14.828328,-14484651671,0,8
56.2,1,-82.830276,34.679595,355.168819,1,0.000001,51.838999,-33478127600,0,9
56.2,10,-82.839311,34.678494,278.632183,1,10.894181,2.173465,12517184100,0,0
56.2,11,-82.820982,34.681057,235.466499,1,8.463873,6.993045,-2760308801,0,0
56.2,12,-82.822667,34.677186,272.835304,1,22.166954,8.284687,30617851800,0,0
56.2,13,-82.842151,34.679325,340.481947,1,13.785114,70.53772,2671186970,0,0
56.2,14,-82.820933,34.677083,293.100392,1,11.168832,10.331895,1251737500,0,0
56.2,15,-82.831427,34.682662,151.583896,1,13.838784,139.032514,1250511810,0,0
56.2,16,-82.840283,34.672188,112.336792,1,14.254318,39.735611,-23968302100,0,0
56.2,17,-82.846056,34.684454,179.189413,1,13.860548,356.186935,-1250947020,0,0
56.2,18,-82.820677,34.681253,236.356069,1,1.388206,118.097507,-2760308820,0,8
56.2,2,-82.848558,34.681067,67.241756,1,13.812272,20.331183,-1252519310,0,0
56.2,20,-82.813253,34.679839,239.534334,1,13.772733,287.744506,-2727174420,0,0
56.2,21,-82.825925,34.673649,133.240172,1,12.065122,17.287619,2704980250,0,0
